TIMESTAMP_START,tmax,tmin,tmean,wind,rh,rn,prec
2011-01-11,28.7,15.4,22.320833333333336,0.6747916666666667,66.75348936170214,9.04824,0.0
2011-01-12,21.7,9.2,14.7104375,3.724375,58.300354166666665,4.39308,0.0
2011-01-13,17.6,5.8,11.15625,3.922916666666667,57.8551875,7.964819999999999,0.0
2011-01-14,21.1,8.1,13.864583333333334,3.160625,66.01597916666667,8.11116,0.0
2011-01-15,22.5,11.4,16.3479375,2.5241666666666664,65.36827083333334,9.05418,0.0
2011-01-16,24.8,11.8,17.852083333333333,2.0204166666666667,70.0446875,9.70992,0.0
2011-01-17,22.8,16.5,19.352083333333333,1.6629166666666666,58.900217391304345,1.5890400000000002,44.6
2011-01-18,28.2,16.7,22.816666666666666,2.11375,76.82460869565217,10.353601800000002,0.3
2011-01-19,28.5,20.2,24.65833333333333,2.3354166666666667,70.274625,9.00954,8.2
2011-01-20,29.1,18.7,23.241666666666664,1.1795833333333332,73.52082608695652,11.032380000000002,0.0
2011-01-21,28.4,20.9,23.583333333333332,2.5187500000000003,73.17295744680851,6.28578,0.5
2011-01-22,21.5,8.2,17.870833333333334,2.719791666666667,67.79652083333333,2.025,0.0
2011-01-23,20.1,4.2,12.06875,2.1308333333333334,53.87214583333333,8.011080000000002,0.0
2011-01-24,23.6,11.8,18.222916666666666,3.0472916666666667,62.24341666666667,7.95042,0.0
2011-01-25,26.6,17.7,23.675,4.407708333333333,71.12072340425532,7.7598,13.7
2011-01-26,24.9,17.1,20.141666666666666,2.2575,65.40855319148936,5.75334,5.4
2011-01-27,21.2,10.9,15.379166666666668,2.23875,62.56912499999999,7.90452,0.0
2011-01-28,19.2,9.2,12.877104166666667,2.1906250000000003,57.780520833333334,7.1260218,0.0
2011-01-29,21.0,9.1,14.5229375,1.2475,62.81852083333334,10.8502218,0.0
2011-01-30,23.1,10.8,16.614604166666666,1.5279166666666668,65.084925,11.31894,0.0
2011-01-31,26.0,13.4,19.724999999999998,1.851875,75.3405,11.01744,0.0
2011-02-01,27.1,17.8,22.289583333333336,2.6304166666666666,79.40145652173914,8.47062,0.0
2011-02-02,28.8,18.6,23.072916666666668,1.7404166666666667,74.45881818181819,11.635201799999999,0.0
2011-02-03,28.4,17.7,22.833333333333332,1.968125,74.27227777777779,8.091719999999999,0.0
2011-02-04,28.3,18.8,23.608333333333334,2.0656250000000003,73.7420625,12.0265218,0.0
2011-02-05,28.4,20.1,23.443749999999998,1.8637499999999998,76.8005,7.266420000000001,0.6
2011-02-06,28.7,18.4,23.575,1.2497916666666666,68.49883333333334,7.285320000000001,0.0
2011-02-07,29.8,19.6,24.616666666666664,3.276875,68.47675,12.8457,0.0
2011-02-08,24.1,12.6,18.977083333333333,1.6022916666666667,68.481,10.48338,0.0
2011-02-09,26.5,11.4,19.48125,1.878125,75.1336875,10.33686,0.0
2011-02-10,30.2,20.3,24.5,2.14125,79.26420833333334,10.4945418,0.0
2011-02-11,25.0,16.2,20.79375,2.1704166666666667,81.99825,4.87926,0.0
2011-02-12,16.7,10.5,13.910458333333333,3.453958333333333,64.18445833333332,2.67156,3.6
2011-02-13,22.6,8.9,15.002083333333333,2.9879166666666666,58.51285416666667,11.1564,0.0
2011-02-14,23.8,11.3,16.962541666666667,1.8252083333333333,65.3764375,11.856961799999999,0.0
2011-02-15,23.2,9.8,15.862499999999999,1.515625,59.1468125,11.00178,0.0
2011-02-16,25.2,11.9,18.397916666666667,1.64875,67.15287500000001,12.238020000000002,0.0
2011-02-17,26.9,15.0,20.368770833333333,2.1633333333333336,69.66875,9.69876,0.0
2011-02-18,26.1,14.5,19.96045833333333,2.1283333333333334,67.64379166666667,13.68054,0.0
2011-02-19,26.3,14.3,20.022916666666667,1.8712499999999999,67.04233333333333,11.93346,0.0
2011-02-20,26.8,14.9,20.322958333333332,1.9764583333333334,71.56483333333334,12.0805218,0.0
2011-02-21,27.8,17.1,22.0625,1.9995833333333335,69.7945625,11.284740000000001,0.0
2011-02-22,30.1,17.5,23.34166666666667,1.3231249999999999,65.29542424242423,11.200679999999998,0.0
2011-02-23,29.4,16.9,23.68541666666667,1.1633333333333333,57.259458333333335,13.3617618,0.0
